datetime,T1,T2,T3,T4
2024-06-18 02:30:43,5.5625,5.0625,4.3125,4.125
2024-06-18 03:00:55,5.5625,5.125,4.375,4.375
2024-06-18 03:30:55,5.5625,4.875,4.3125,4.125
2024-06-18 04:00:55,5.5,5.0625,4.75,4.375
2024-06-18 04:31:35,5.4375,5.25,4.875,4.5625
2024-06-18 05:00:54,5.375,5.1875,4.875,4.3125
2024-06-18 05:30:56,5.375,5.1875,4.875,4.5625
2024-06-18 06:00:56,5.375,5.125,4.75,3.9375
2024-06-18 06:30:44,5.3125,5.125,4.8125,3.9375
2024-06-18 07:00:56,5.375,5.1875,5.0,3.875
2024-06-18 07:31:45,5.3125,5.125,5.0,4.375
2024-06-18 08:00:55,5.3125,5.125,5.0625,4.8125
2024-06-18 08:30:44,5.375,5.25,5.1875,4.875
2024-06-18 09:00:56,5.3125,5.125,4.875,4.5625
2024-06-18 09:30:56,5.375,5.25,5.125,4.9375
2024-06-18 10:00:56,5.3125,5.1875,5.0625,4.8125
2024-06-18 10:31:14,5.25,5.0625,4.8125,4.6875
2024-06-18 11:00:54,5.5,5.3125,5.25,5.0625
2024-06-18 11:30:56,5.5625,5.4375,5.4375,5.3125
2024-06-18 12:00:56,5.1875,5.0625,5.0,4.875
2024-06-18 12:30:44,4.8125,4.6875,4.6875,4.625
2024-06-18 13:00:56,4.5625,4.4375,4.4375,4.375
2024-06-18 13:31:24,4.375,4.25,4.25,4.3125
2024-06-18 14:00:54,4.25,4.125,4.125,4.125
2024-06-18 14:30:44,4.0625,3.9375,3.9375,4.0
2024-06-18 15:00:56,4.0,3.875,3.9375,4.0
2024-06-18 15:30:56,3.75,3.625,3.625,3.6875
2024-06-18 16:00:56,3.6875,3.5625,3.5625,3.625
2024-06-18 16:33:50,3.5,3.375,3.4375,3.5
2024-06-18 17:00:53,3.5,3.375,3.375,3.5
2024-06-18 17:30:56,3.375,3.25,3.25,3.375
2024-06-18 18:00:56,3.375,3.25,3.25,3.375
2024-06-18 18:30:44,3.25,3.125,3.125,3.25
2024-06-18 19:00:56,3.1875,3.0625,3.125,3.1875
2024-06-18 19:31:28,3.125,3.0,3.0625,3.125
2024-06-18 20:00:54,3.125,3.0,3.0625,3.125
